"Customer_ID","EstimatedChurnProbability"
1000001,0.7435442507267
1000002,0.263638377189636
1000003,0.818584352731705
1000005,0.303405344486237
1000007,0.854162901639938
1000008,0.271152079105377
1000012,0.389767289161682
1000013,0.312670350074768
1000016,0.424319744110107
1000019,0.421233057975769
1000020,0.168829262256622
1000021,0.878651179373264
1000022,0.892107978463173
1000024,0.505135864019394
1000026,0.310396015644073
1000027,0.691914230585098
1000028,0.181964099407196
1000030,0.434554517269135
1000031,0.59747639298439
1000032,0.563318461179733
1000035,0.597684800624847
1000036,0.229888439178467
1000037,0.315013706684113
1000041,0.200040638446808
1000042,0.381488382816315
1000043,0.516818314790726
1000044,0.598089277744293
1000046,0.540478050708771
1000047,0.626200824975967
1000048,0.551353603601456
1000049,0.587840676307678
1000052,0.677261531352997
1000053,0.499593675136566
1000054,0.336845219135284
1000056,0.729985386133194
1000057,0.53172841668129
1000059,0.575558602809906
1000061,0.791536167263985
1000062,0.45089203119278
1000063,0.325704395771027
1000065,0.173493385314941
1000066,0.526503503322601
1000067,0.421614229679108
1000069,0.432692527770996
1000070,0.686200618743896
1000071,0.232897758483887
1000072,0.344095885753632
1000074,0.299998760223389
1000076,0.418618857860565
1000077,0.817507565021515
1000080,0.633984833955765
1000082,0.936613768339157
1000083,0.131241202354431
1000084,0.248969733715057
1000085,0.135822355747223
1000087,0.157483279705048
1000091,0.492652356624603
1000092,0.466406345367432
1000096,0.512456685304642
1000101,0.470203399658203
1000102,0.243951380252838
1000103,0.667239338159561
1000104,0.397786378860474
1000106,0.471178531646729
1000108,0.461485266685486
1000109,0.292362630367279
1000113,0.678842157125473
1000114,0.424956321716309
1000118,0.141725182533264
1000120,0.393255829811096
1000121,0.489765405654907
1000123,0.522377222776413
1000124,0.738214105367661
1000125,0.657080888748169
1000126,0.27937525510788
1000128,0.150557935237885
1000129,0.229227483272552
1000133,0.271671414375305
1000136,0.217630088329315
1000137,0.242457151412964
1000138,0.668828219175339
1000139,0.191117882728577
1000141,0.563364773988724
1000142,0.369180917739868
1000143,0.0902387499809265
1000144,0.764488831162453
1000146,0.420118808746338
1000153,0.325251340866089
1000156,0.43816477060318
1000157,0.37649017572403
1000158,0.356336951255798
1000159,0.676124632358551
1000162,0.16984748840332
1000163,0.745175987482071
1000168,0.476889789104462
1000169,0.282206416130066
1000175,0.508625835180283
1000176,0.201706051826477
1000177,0.416003227233887
1000178,0.69264355301857
1000179,0.55962398648262
1000181,0.441612362861633
1000185,0.370141088962555
1000188,0.708495914936066
1000189,0.32322496175766
1000192,0.677706778049469
1000194,0.663916230201721
1000195,0.820640549063683
1000196,0.522446364164352
1000198,0.557296872138977
1000200,0.152755975723267
1000201,0.74139130115509
1000203,0.786107167601585
1000204,0.410124123096466
1000206,0.631917029619217
1000208,0.751681089401245
1000209,0.571752578020096
1000211,0.234295725822449
1000217,0.437488496303558
1000219,0.527020573616028
1000222,0.225030481815338
1000223,0.705089122056961
1000225,0.780272930860519
1000227,0.553678452968597
1000228,0.803578346967697
1000230,0.213805258274078
1000232,0.571047008037567
1000233,0.264611065387726
1000234,0.608915627002716
1000237,0.386224508285522
1000242,0.488630771636963
1000243,0.302562534809113
1000246,0.514259725809097
1000247,0.728218108415604
1000249,0.353620052337646
1000252,0.592402160167694
1000257,0.506695479154587
1000258,0.445905089378357
1000259,0.582348555326462
1000261,0.253115236759186
1000263,0.479757070541382
1000265,0.347366094589233
1000267,0.831186890602112
1000268,0.789332121610641
1000270,0.705153942108154
1000275,0.58793443441391
1000277,0.436182498931885
1000279,0.594526708126068
1000280,0.680602014064789
1000282,0.770952105522156
1000283,0.441970705986023
1000286,0.723145842552185
1000290,0.604102849960327
1000291,0.729469150304794
1000292,0.376037299633026
1000293,0.200667500495911
1000294,0.715466260910034
1000295,0.456444382667542
1000296,0.283358097076416
1000297,0.533485919237137
1000300,0.145381927490234
1000303,0.516754418611526
1000305,0.377044379711151
1000306,0.38186514377594
1000307,0.175291359424591
1000309,0.673757314682007
1000310,0.157875776290894
1000311,0.481858849525452
1000313,0.6039679646492
1000316,0.458932280540466
1000320,0.515038877725601
1000322,0.235783219337463
1000325,0.127214014530182
1000329,0.441457152366638
1000330,0.683549880981445
1000332,0.353889524936676
1000337,0.66883859038353
1000342,0.319763720035553
1000343,0.121435105800629
1000346,0.541545003652573
1000348,0.167698383331299
1000351,0.272317826747894
1000353,0.507677406072617
1000354,0.788652628660202
1000355,0.236382067203522
1000357,0.371141731739044
1000359,0.472978889942169
1000360,0.330737590789795
1000362,0.391010701656342
1000363,0.541239112615585
1000365,0.197734713554382
1000366,0.631641119718552
1000368,0.485433220863342
1000369,0.355097651481628
1000370,0.333643972873688
1000371,0.418710231781006
1000375,0.305503845214844
1000379,0.245730102062225
1000380,0.589468091726303
1000382,0.208476483821869
1000383,0.340452909469604
1000384,0.515694677829742
1000385,0.297463417053223
1000386,0.455719590187073
1000387,0.664812445640564
1000388,0.59845158457756
1000390,0.41343355178833
1000391,0.505993902683258
1000392,0.378493905067444
1000393,0.714037865400314
1000398,0.486334502696991
1000399,0.556688398122787
1000402,0.600086271762848
1000404,0.670336961746216
1000405,0.717145144939423
1000411,0.464557707309723
1000412,0.171112239360809
1000414,0.417600572109222
1000415,0.809246063232422
1000416,0.287997663021088
1000419,0.73711571097374
1000421,0.438202679157257
1000424,0.275127172470093
1000426,0.836296260356903
1000428,0.396344661712646
1000429,0.791912212967873
1000430,0.516366362571716
1000431,0.434966921806335
1000432,0.414465069770813
1000434,0.612589597702026
1000436,0.380732178688049
1000437,0.722571283578873
1000438,0.745364755392075
1000444,0.507969170808792
1000445,0.715084224939346
1000446,0.58747935295105
1000447,0.612818270921707
1000449,0.260642826557159
1000452,0.67875537276268
1000455,0.559807747602463
1000456,0.194523930549622
1000457,0.123620510101318
1000459,0.526358604431152
1000460,0.792861312627792
1000462,0.607912600040436
1000463,0.300333321094513
1000464,0.245646715164185
1000465,0.277814984321594
1000466,0.623610287904739
1000467,0.267886877059937
1000468,0.487971365451813
1000470,0.387807250022888
1000473,0.446862936019897
1000475,0.41249805688858
1000476,0.447606980800629
1000477,0.796031177043915
1000478,0.186131656169891
1000480,0.387499749660492
1000482,0.515298694372177
1000485,0.296432673931122
1000486,0.342829525470734
1000489,0.697099715471268
1000492,0.33485746383667
1000493,0.461939811706543
1000495,0.538915306329727
1000496,0.334472477436066
1000497,0.669957637786865
1000498,0.272378146648407
1000500,0.140541255474091
1000501,0.701829820871353
1000504,0.75207607448101
1000505,0.670585334300995
1000508,0.242482960224152
1000509,0.360452830791473
1000510,0.755582734942436
1000511,0.172177851200104
1000512,0.405786454677582
1000513,0.445205390453339
1000515,0.450761258602142
1000516,0.466856300830841
1000517,0.386574864387512
1000518,0.218969643115997
1000523,0.205100357532501
1000525,0.400131344795227
1000526,0.795637503266335
1000529,0.654364079236984
1000530,0.717319965362549
1000531,0.274683833122253
1000535,0.25979346036911
1000536,0.725322008132935
1000537,0.40578705072403
1000539,0.640348047018051
1000540,0.64385661482811
1000542,0.600997656583786
1000543,0.359422624111176
1000545,0.544257581233978
1000546,0.510415345430374
1000547,0.53352078795433
1000550,0.537354946136475
1000551,0.44663667678833
1000552,0.558625251054764
1000555,0.56692898273468
1000557,0.820266559720039
1000558,0.479448080062866
1000560,0.296661376953125
1000561,0.268746256828308
1000563,0.4667848944664
1000564,0.460863292217255
1000566,0.317254424095154
1000568,0.226734101772308
1000569,0.794953778386116
1000572,0.16528856754303
1000574,0.300493001937866
1000575,0.464865326881409
1000576,0.22365802526474
1000579,0.64426788687706
1000580,0.38304215669632
1000581,0.782840639352798
1000582,0.258520543575287
1000583,0.470899283885956
1000584,0.464617729187012
1000585,0.889190196990967
1000594,0.53476694226265
1000595,0.393868505954742
1000596,0.330090641975403
1000597,0.3227499127388
1000599,0.398133516311646
1000602,0.468983471393585
1000603,0.644253611564636
1000605,0.850667506456375
1000606,0.288899660110474
1000607,0.287650525569916
1000609,0.281648457050323
1000610,0.522162914276123
1000612,0.198900997638702
1000613,0.748083680868149
1000615,0.25908100605011
1000617,0.6357082426548
1000618,0.492669641971588
1000622,0.116155862808228
1000623,0.535701245069504
1000624,0.204454958438873
1000625,0.809654802083969
1000626,0.698030412197113
1000627,0.42139858007431
1000629,0.497654616832733
1000630,0.154838442802429
1000633,0.685250580310822
1000634,0.186223924160004
1000638,0.28149151802063
1000639,0.26783686876297
1000644,0.48939460515976
1000645,0.151907742023468
1000647,0.735061317682266
1000648,0.146909713745117
1000649,0.409867227077484
1000650,0.758979514241219
1000652,0.144379556179047
1000653,0.484016418457031
1000656,0.323475480079651
1000658,0.282505869865417
1000659,0.629456698894501
1000662,0.554040253162384
1000664,0.349362134933472
1000665,0.41448575258255
1000668,0.460437178611755
1000670,0.705296695232391
1000671,0.478497743606567
1000672,0.815531209111214
1000673,0.559511005878448
1000674,0.262395918369293
1000676,0.312286496162415
1000678,0.407287657260895
1000679,0.665273010730743
1000680,0.837534487247467
1000684,0.71501824259758
1000686,0.388601899147034
1000687,0.583425134420395
1000688,0.305782914161682
1000690,0.44991809129715
1000692,0.648576676845551
1000693,0.619973629713058
1000694,0.301353275775909
1000696,0.442356407642365
1000698,0.538383990526199
1000701,0.278136730194092
1000703,0.361053168773651
1000704,0.142367601394653
1000705,0.588245689868927
1000707,0.655616939067841
1000710,0.633180022239685
